anon_subj_idx,trial,epoch_trial,epoch_number,epoch_trial_run,cpp,B,reward_code,lambda,run_n
1,29,2.0,19.0,2.0,0.0650712990488795,1.7691309554130712,0,10.0,3
1,30,3.0,19.0,3.0,0.0596607967415806,1.9140195680726448,0,10.0,3
1,31,4.0,19.0,4.0,0.0586092232882655,1.9741735842598125,0,10.0,3
1,32,5.0,19.0,5.0,0.1383423589783231,1.99502714723806,0,10.0,3
1,33,6.0,19.0,6.0,0.0648546554078869,2.3643404384733,0,10.0,3
1,34,7.0,19.0,7.0,0.4271571443723533,2.106686391299646,0,10.0,3
1,35,8.0,19.0,8.0,0.1348972070210979,0.1419997210329802,0,10.0,3
1,36,9.0,19.0,9.0,0.2292076647166952,1.2287151463165038,0,10.0,3
1,37,10.0,19.0,10.0,0.0944494353305674,-0.1166160331199579,0,10.0,3
1,38,11.0,19.0,11.0,0.1319097244554352,0.4629625747766042,0,10.0,3
1,39,12.0,19.0,12.0,0.0834385691464215,-0.2958383696723851,0,10.0,3
1,40,13.0,19.0,13.0,0.0996592015072914,0.1060916791236632,0,10.0,3
1,41,14.0,19.0,14.0,0.0855715027684772,0.5660678385264093,0,10.0,3
1,42,15.0,19.0,15.0,0.1726055915614809,0.944589128390863,0,10.0,3
1,43,-3.0,19.0,-3.0,0.0724299869131918,1.6751428484830817,0,10.0,3
1,44,-2.0,19.0,-2.0,0.4238951373767325,1.3455899408352952,0,10.0,3
1,45,-1.0,19.0,-1.0,0.0925746697365531,-0.34212649838847,0,10.0,3
1,46,0.0,20.0,0.0,0.0652336987201767,1.0159799216678702,0,10.0,3
1,47,1.0,20.0,1.0,0.1172814986473936,1.1923333096593924,0,10.0,3
1,48,2.0,20.0,2.0,0.195121065483082,1.6106018497370926,0,10.0,3
1,49,3.0,20.0,3.0,0.4369592481014601,2.314394856006936,0,10.0,3
1,50,4.0,20.0,4.0,0.0877371000575382,-0.0505094680803408,0,10.0,3
1,51,-3.0,20.0,-3.0,0.9290055811848276,-0.671929101454022,0,10.0,3
1,52,-2.0,20.0,-2.0,0.111803247848927,2.861750927682976,0,10.0,3
1,53,-1.0,20.0,-1.0,0.8938846062203986,3.4661712179910835,0,10.0,3
1,54,0.0,21.0,0.0,0.1081964634272886,1.143097105915375,0,10.0,3
1,55,1.0,21.0,1.0,0.0656413995665569,0.1112532138874272,0,10.0,3
1,56,2.0,21.0,2.0,0.6946982585920829,0.3489857363214552,0,10.0,3
1,57,-3.0,21.0,-3.0,0.6437097709293893,-1.545058399709854,0,10.0,3
1,58,-2.0,21.0,-2.0,0.1251568532658129,2.896375740506955,0,10.0,3
1,59,-1.0,21.0,-1.0,0.1633089875749019,1.9065756529520552,0,10.0,3
1,0,1.0,24.0,1.0,0.080951852842074,0.0,0,10.0,4
1,1,2.0,24.0,2.0,0.0717567544511224,-0.121427779263111,0,10.0,4
1,2,3.0,24.0,3.0,0.92700175308652,-0.2203496475996664,0,10.0,4
1,3,4.0,24.0,4.0,0.0888516375368435,2.1892018196147114,0,10.0,4
1,4,5.0,24.0,5.0,0.0921188864795655,1.959553991743637,0,10.0,4
1,5,6.0,24.0,6.0,0.0720536039149307,1.5604688426460198,0,10.0,4
1,6,7.0,24.0,7.0,0.1038600545751103,1.450386182537042,0,10.0,4
1,7,-3.0,24.0,-3.0,0.1130728653943525,1.835959465137956,0,10.0,4
1,8,-2.0,24.0,-2.0,0.5479156237819732,1.3725783729876535,0,10.0,4
1,9,-1.0,24.0,-1.0,0.2251364305461216,-0.5985111291671299,0,10.0,4
1,10,0.0,25.0,0.0,0.1010816054300337,2.1275385538228626,0,10.0,4
1,11,1.0,25.0,1.0,0.0773383150391111,2.4861345177045977,0,10.0,4
1,12,2.0,25.0,2.0,0.0697494021028413,2.5714806612710213,0,10.0,4
1,13,3.0,25.0,3.0,0.0672731033410766,2.4198384399404467,0,10.0,4
1,14,4.0,25.0,4.0,0.5916291630064865,2.346380275860874,0,10.0,4
1,15,5.0,25.0,5.0,0.1068623590731012,-0.1964998600573257,0,10.0,4
1,16,6.0,25.0,6.0,0.0765384888159727,-0.840159884410395,0,10.0,4
1,17,7.0,25.0,7.0,0.9785109126494916,-0.9961803163308232,0,10.0,4
1,18,-3.0,25.0,-3.0,0.889701810280853,2.915502568911723,0,10.0,4
1,19,-2.0,25.0,-2.0,0.0880769476009546,-1.2751504275485432,0,10.0,4
1,20,-1.0,25.0,-1.0,0.9066115952984696,-1.4124575948570472,0,10.0,4
1,21,0.0,26.0,0.0,0.6500516898257431,-2.2983280262472547,0,10.0,4
1,22,1.0,26.0,1.0,0.0931370232481011,0.9567716640726208,0,10.0,4
1,23,2.0,26.0,2.0,0.6473237753539001,1.2951579190140738,0,10.0,4
1,24,3.0,26.0,3.0,0.2871676991122414,-1.2086945636818776,0,10.0,4
1,25,4.0,26.0,4.0,0.083792918374757,0.7752858774702627,0,10.0,4
1,26,5.0,26.0,5.0,0.1119463097342347,0.9475527816739442,0,10.0,4
1,27,-3.0,26.0,-3.0,0.0744414248348541,1.3843558781139704,0,10.0,4
1,28,-2.0,26.0,-2.0,0.1274718137706516,1.18094746543263,0,10.0,4
1,29,-1.0,26.0,-1.0,0.4292916633174639,1.6158301857253812,0,10.0,4
1,30,0.0,27.0,0.0,0.1061286667313165,0.2040627971600976,0,10.0,4
1,31,1.0,27.0,1.0,0.0769235587683626,0.8616989722401075,0,10.0,4
1,32,2.0,27.0,2.0,0.5562048085916075,1.0471865306494184,0,10.0,4
1,33,3.0,27.0,3.0,0.1276411614918364,-0.7920646965513707,0,10.0,4
1,34,4.0,27.0,4.0,0.079541288985683,-1.6406958822876754,0,10.0,4
1,35,5.0,27.0,5.0,0.2405172668704829,-1.8032106203443827,0,10.0,4
1,36,6.0,27.0,6.0,0.5035189804807161,-0.5147162319136029,0,10.0,4
1,37,-3.0,27.0,-3.0,0.1073927768561181,-2.24338986220383,0,10.0,4
1,38,-2.0,27.0,-2.0,0.0771095585957444,-2.699533388892089,0,10.0,4
1,39,-1.0,27.0,-1.0,0.5857429827510232,-2.4451112811873883,0,10.0,4
1,40,0.0,28.0,0.0,0.1124085514696506,-0.2363134966501594,0,10.0,4
1,41,1.0,28.0,1.0,0.3044147189403712,0.558281137371395,0,10.0,4
1,42,-3.0,28.0,-3.0,0.1125180215101347,1.611612878261094,0,10.0,4
1,43,-2.0,28.0,-2.0,0.5633767509096038,2.195517643623706,0,10.0,4
1,44,-1.0,28.0,-1.0,0.1164376304777121,-0.3728062789251729,0,10.0,4
1,45,0.0,29.0,0.0,0.0930492106357518,-0.4909863527684476,0,10.0,4
1,46,1.0,29.0,1.0,0.0758882517558139,0.0238158904213252,0,10.0,4
1,47,2.0,29.0,2.0,0.0704086936671595,0.2818683586990077,0,10.0,4
1,48,-3.0,29.0,-3.0,0.0680274221371997,0.4455249145246343,0,10.0,4
1,49,-2.0,29.0,-2.0,0.0668250901682263,0.5642514606544815,0,10.0,4
1,50,-1.0,29.0,-1.0,0.9718130524499244,0.6574105923492104,0,10.0,4
1,51,0.0,30.0,0.0,0.1318767280829852,2.522068517101112,0,10.0,4
1,52,1.0,30.0,1.0,0.0814183239950652,3.0986696419362785,0,10.0,4
1,53,2.0,30.0,2.0,0.1170278567781537,3.1781613490587746,0,10.0,4
1,54,3.0,30.0,3.0,0.0703069659634445,2.5335705229386125,0,10.0,4
1,55,4.0,30.0,4.0,0.0791846707478267,2.457892378895166,0,10.0,4
1,56,5.0,30.0,5.0,0.7675352617986536,2.6014214349319262,0,10.0,4
1,57,-3.0,30.0,-3.0,0.1234476601057217,-0.7378490796221631,0,10.0,4
1,58,-2.0,30.0,-2.0,0.1678504890018747,0.2723163374672256,0,10.0,4
1,59,-1.0,30.0,-1.0,0.1140619936053062,0.9939224773883596,0,10.0,4
1,0,0.0,33.0,0.0,0.2507077914724179,0.0,0,10.0,5
1,1,1.0,33.0,1.0,0.0977314908330973,-1.328343110483423,0,10.0,5
1,2,2.0,33.0,2.0,0.0664653800614094,-0.2930521618065184,0,10.0,5
1,3,3.0,33.0,3.0,0.0657491255511611,-0.7126552950333943,0,10.0,5
1,4,4.0,33.0,4.0,0.1067969117340133,-1.0616917445193736,0,10.0,5
1,5,5.0,33.0,5.0,0.0622864703988494,-0.363657570507962,0,10.0,5
1,6,6.0,33.0,6.0,0.1048815830844839,0.0869866629529428,0,10.0,5
1,7,-3.0,33.0,-3.0,0.0977855645886889,-0.4379473054852376,0,10.0,5
1,8,-2.0,33.0,-2.0,0.0718398733035165,-1.0139334132752054,0,10.0,5
1,9,-1.0,33.0,-1.0,0.248699705214969,-1.4546004886407282,0,10.0,5
1,10,0.0,34.0,0.0,0.0721607288105334,0.1787902696258403,0,10.0,5
1,11,1.0,34.0,1.0,0.1277296910925767,-0.5279513182978754,0,10.0,5
1,12,2.0,34.0,2.0,0.1912138826468172,0.2619233074005161,0,10.0,5
1,13,3.0,34.0,3.0,0.1073190251520322,1.3299390994265077,0,10.0,5
1,14,4.0,34.0,4.0,0.047892145463184,2.2059506568258254,0,10.0,5
1,15,5.0,34.0,5.0,0.8352556157750235,2.3910307031819844,0,10.0,5
1,16,6.0,34.0,6.0,0.0830450986311786,-1.0339924848060829,0,10.0,5
1,17,7.0,34.0,7.0,0.0494521700597718,0.03995740824116,0,10.0,5
1,18,8.0,34.0,8.0,0.0436927333786067,-0.2375196962637136,0,10.0,5
1,19,-3.0,34.0,-3.0,0.8163822717887091,-0.3778508994464715,0,10.0,5
1,20,-2.0,34.0,-2.0,0.0679056112536939,1.9062054978351008,0,10.0,5
1,21,-1.0,34.0,-1.0,0.2348800450159361,2.4141708958444763,0,10.0,5
1,22,0.0,35.0,0.0,0.2617333369090922,-0.6684022756160979,0,10.0,5
1,23,1.0,35.0,1.0,0.0595706684815999,0.8794926575687776,0,10.0,5
1,24,2.0,35.0,2.0,0.0873507405395149,0.3891809138263862,0,10.0,5
1,25,3.0,35.0,3.0,0.0555546085550284,0.9689922062666544,0,10.0,5
1,26,4.0,35.0,4.0,0.046526920932937,1.2731676163719203,0,10.0,5
1,27,5.0,35.0,5.0,0.130437661665304,1.43343465986162,0,10.0,5
1,28,6.0,35.0,6.0,0.068400685576147,0.668120073360718,0,10.0,5
1,29,7.0,35.0,7.0,0.0503971054038926,0.1182357344120457,0,10.0,5
1,30,8.0,35.0,8.0,0.0446106199640366,-0.1722741745577236,0,10.0,5
1,31,9.0,35.0,9.0,0.0421104078048904,-0.3497623340456989,0,10.0,5
1,32,-3.0,35.0,-3.0,0.1618706682087717,-0.4721403250775722,0,10.0,5
1,33,-2.0,35.0,-2.0,0.3020705343267812,0.0671301478597337,0,10.0,5
1,34,-1.0,35.0,-1.0,0.0651433377804312,1.445995865870766,0,10.0,5
1,35,0.0,36.0,0.0,0.072221250814657,-1.968991715054048,0,10.0,5
1,36,1.0,36.0,1.0,0.2313376313672264,-1.3759103591303603,0,10.0,5
1,37,2.0,36.0,2.0,0.0523173269599499,-0.1430540180257364,0,10.0,5
1,38,3.0,36.0,3.0,0.0882431275570876,-0.3901094505822007,0,10.0,5
1,39,4.0,36.0,4.0,0.0713330241427736,0.245471740556623,0,10.0,5
1,40,5.0,36.0,5.0,0.1903920891881893,-0.198370269388981,0,10.0,5
1,41,6.0,36.0,6.0,0.1809017451405076,-1.0752187014891152,0,10.0,5
1,42,7.0,36.0,7.0,0.0638522616301834,0.2302888566171897,0,10.0,5
1,43,8.0,36.0,8.0,0.0933459495463596,-0.2686249701685301,0,10.0,5
1,44,9.0,36.0,9.0,0.4869170227184364,0.3702266489569217,0,10.0,5
1,45,10.0,36.0,10.0,0.2295446041980581,-1.5153028562100264,0,10.0,5
1,46,11.0,36.0,11.0,0.7120311892599698,0.5881478451082573,0,10.0,5
1,47,-3.0,36.0,-3.0,0.591531547747064,-2.6443888334455754,0,10.0,5
1,48,-2.0,36.0,-2.0,0.3497869559499389,0.8623965300930339,0,10.0,5
1,49,-1.0,36.0,-1.0,0.0591993931027725,-1.5414708346644723,0,10.0,5
1,50,0.0,37.0,0.0,0.086167627248548,1.089664320682456,0,10.0,5
1,51,1.0,37.0,1.0,0.2657783748154638,1.6212607602886793,0,10.0,5
1,52,2.0,37.0,2.0,0.1064897400367869,0.1906459714068855,0,10.0,5
1,53,3.0,37.0,3.0,0.1831230281977917,1.1724199859599331,0,10.0,5
1,54,4.0,37.0,4.0,0.0500126266454351,-0.037096706560894,0,10.0,5
1,55,5.0,37.0,5.0,0.1716024549518754,-0.278475347735839,0,10.0,5
1,56,6.0,37.0,6.0,0.0464100390405575,0.5941157739773171,0,10.0,5
1,57,-3.0,37.0,-3.0,0.1201013775419826,0.5565704433465011,0,10.0,5
1,58,-2.0,37.0,-2.0,0.4441793264190527,-0.1826212987679836,0,10.0,5
1,59,-1.0,37.0,-1.0,0.2587548721033336,1.6343661271944478,0,10.0,5
2,0,0.0,0.0,0.0,0.1837689588980764,0.0,0,10.0,1
2,1,1.0,0.0,1.0,0.1144488056288229,0.99801642046327,0,10.0,1
2,2,2.0,0.0,2.0,0.4035374087392382,1.621623809966585,0,10.0,1
2,3,3.0,0.0,3.0,0.6001124363529313,2.884047162620836,0,10.0,1
2,4,4.0,0.0,4.0,0.0967705901395551,-0.604886070875704,0,10.0,1
2,5,5.0,0.0,5.0,0.0699605426133839,0.2600982597964237,0,10.0,1
2,6,6.0,0.0,6.0,0.0599183676299121,-0.1273830211251206,0,10.0,1
2,7,7.0,0.0,7.0,0.0563827942937766,-0.3277846623586534,0,10.0,1
2,8,-3.0,0.0,-3.0,0.0547362718179876,-0.4589831391802815,0,10.0,1
2,9,-2.0,0.0,-2.0,0.0538585570545473,-0.5564918986611773,0,10.0,1
2,10,-1.0,0.0,-1.0,0.0533547952163492,-0.6345058563401887,0,10.0,1
2,11,0.0,1.0,0.0,0.0663250947168748,0.699834294641303,0,10.0,1
2,12,1.0,1.0,1.0,0.0605237352408686,0.4100041875938909,0,10.0,1
2,13,2.0,1.0,2.0,0.7929543634826839,0.1768360844202862,0,10.0,1
2,14,3.0,1.0,3.0,0.3237069169277985,1.932045926942076,0,10.0,1
2,15,-3.0,1.0,-3.0,0.3272857360792816,-0.5907103986233828,0,10.0,1
2,16,-2.0,1.0,-2.0,0.2671906544583922,1.216362357070728,0,10.0,1
2,17,-1.0,1.0,-1.0,0.0953858776110146,-0.5006012591460225,0,10.0,1
